Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-7,5,0,-2,-3,3,-9,2,3,-1,-6,2,-5,4,4,1,-6,4,-6,-23,3,-1,-5,2,-7,3,0,-2,-7,2,-8,3,0,0,-8,4,1
1,-7,5,1,-1,-7,7,-6,3,0,2,-6,3,-7,1,0,1,-8,3,-6,-23,3,1,-6,5,-5,4,2,0,-9,6,-7,1,1,-2,-8,2,0
2,-7,3,0,-3,-6,3,-6,4,3,1,-3,4,-6,4,0,0,-6,3,-8,-23,0,-3,-5,2,-7,2,3,-1,-8,3,-4,4,1,1,-7,4,-3
3,-8,5,1,-1,-6,6,-7,1,2,-2,-6,4,-7,3,3,0,-8,4,-6,-23,3,1,-6,3,-7,3,0,-2,-7,4,-8,4,1,0,-7,4,-1
4,-5,3,1,-1,-6,5,-6,4,1,-1,-7,4,-6,1,1,0,-5,1,-8,-25,1,-1,-6,1,-7,3,2,-3,-7,4,-7,3,5,1,-7,4,-2
5,-9,3,0,-2,-6,2,-5,3,0,0,-7,4,-5,3,0,-1,-6,4,-6,-24,2,0,-7,2,-6,3,2,-1,-7,3,-6,5,2,1,-6,3,-2
6,-6,3,2,0,-5,4,-7,0,0,0,-9,4,-7,2,2,-2,-9,3,-5,-21,3,0,-5,4,-5,5,3,-2,-6,4,-8,2,0,-2,-8,4,-3
7,-7,2,1,2,-8,1,-7,6,0,1,-6,3,-7,4,0,1,-8,6,-6,-21,-1,0,-6,3,-7,4,2,-2,-6,4,-6,5,1,-1,-8,4,-2
8,-5,2,3,0,-6,4,-7,4,0,-2,-6,4,-7,3,3,1,-7,3,-7,-23,2,-1,-6,4,-5,3,2,1,-7,4,-6,3,0,-1,-5,3,1
9,-7,4,1,-2,-6,2,-5,3,1,0,-6,3,-7,3,2,-2,-7,2,-7,-22,3,-1,-8,2,-5,3,0,-2,-6,4,-5,3,-1,-3,-5,5,-1
10,-7,2,2,0,-7,3,-7,3,-2,-1,-7,5,-5,6,3,-1,-5,4,-7,-21,2,-2,-5,4,-8,3,0,-2,-6,4,-3,3,2,0,-8,5,-2
11,-6,3,2,1,-6,4,-6,1,3,-3,-6,3,-7,2,0,0,-6,2,-7,-24,3,1,-6,4,-3,3,3,-1,-6,3,-7,2,0,-2,-7,4,-2
12,-7,3,3,-1,-7,2,-3,3,3,0,-6,2,-7,3,0,-1,-8,5,-8,-25,4,1,-9,1,-6,1,2,-3,-7,3,-9,3,3,-4,-8,3,-1
