Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-5,2,0,-2,-7,4,-6,3,3,0,-8,2,-7,5,1,1,-7,2,-5,-24,3,1,-8,4,-7,4,1,0,-5,4,-7,4,2,-2,-9,4,0
1,-7,3,3,-1,-6,3,-7,3,0,-2,-6,1,-5,6,0,-2,-6,2,-9,-24,3,-1,-5,2,-7,3,3,0,-7,4,-4,5,3,0,-7,2,-1
2,-7,3,0,1,-5,4,-7,3,4,-2,-6,3,-6,5,3,-1,-6,4,-7,-24,1,0,-7,3,-7,2,0,-1,-6,1,-7,3,1,-1,-5,4,-2
3,-7,4,2,-1,-6,1,-5,4,1,-2,-6,5,-5,5,1,-1,-7,3,-7,-23,0,0,-6,4,-7,4,2,1,-8,4,-7,2,1,-3,-9,4,-2
4,-7,6,0,-2,-6,4,-10,3,2,-1,-10,2,-5,2,0,0,-8,4,-5,-24,1,-2,-7,4,-8,4,3,0,-6,2,-5,4,4,-2,-6,4,-1
5,-5,4,1,1,-3,4,-5,3,1,-2,-6,2,-7,4,1,-2,-6,4,-5,-24,3,-1,-8,4,-6,2,0,-1,-3,3,-7,3,0,-2,-7,4,-2
6,-6,3,0,-2,-6,4,-5,2,2,-1,-7,4,-7,0,1,-2,-6,2,-6,-24,2,1,-7,4,-5,4,2,0,-7,2,-7,3,2,0,-8,4,-2
7,-7,3,1,-1,-7,4,-6,2,-1,-2,-8,1,-7,6,-1,0,-6,1,-7,-24,0,-2,-6,2,-8,4,1,-1,-5,1,-5,2,0,1,-9,4,-2
8,-7,3,1,0,-6,2,-7,3,1,0,-8,3,-7,3,0,-2,-6,2,-7,-24,1,-1,-6,4,-5,3,3,0,-8,5,-7,6,0,-2,-7,4,-1
9,-7,5,3,1,-7,3,-7,3,1,-1,-6,4,-5,5,4,-2,-6,5,-7,-24,1,-1,-8,4,-7,3,3,-3,-6,3,-6,5,2,-2,-7,3,-2
