Index,R0_C0,R0_C1,R0_C2,R0_C3,R0_C4,R0_C5,R1_C0,R1_C1,R1_C2,R1_C3,R1_C4,R1_C5,R2_C0,R2_C1,R2_C2,R2_C3,R2_C4,R2_C5,R3_C0,R3_C1,R3_C2,R3_C3,R3_C4,R3_C5,R4_C0,R4_C1,R4_C2,R4_C3,R4_C4,R4_C5,R5_C0,R5_C1,R5_C2,R5_C3,R5_C4,R5_C5,VGND
0,-5,3,2,0,-7,4,-5,3,0,0,-8,4,-7,3,2,-1,-7,5,-6,-21,2,-2,-6,3,-9,2,1,-1,-6,2,-5,3,1,-2,-7,2,-2
1,-7,4,3,-2,-9,4,-4,3,5,0,-6,5,-6,2,1,-2,-9,3,-4,-21,2,1,-6,3,-6,6,2,-2,-5,2,-7,4,0,0,-9,2,0
2,-7,3,1,-2,-6,2,-7,3,0,-1,-6,3,-6,5,2,-3,-7,6,-5,-22,0,-2,-7,4,-5,5,1,-2,-6,2,-5,3,1,0,-6,5,1
3,-7,3,1,-2,-6,6,-8,3,2,-2,-8,4,-3,3,3,0,-6,3,-7,-23,3,0,-7,5,-6,3,-1,-1,-6,3,-7,4,3,-3,-7,4,-1
4,-5,3,3,-2,-7,2,-7,4,0,-1,-6,4,-7,1,0,-1,-7,4,-5,-22,1,-4,-7,2,-7,3,3,-2,-5,5,-6,2,2,-1,-5,2,-2
5,-6,3,0,-1,-7,4,-5,1,1,0,-8,4,-7,4,2,1,-6,1,-7,-23,0,0,-6,5,-7,3,0,0,-8,4,-5,4,2,-1,-5,3,-1
6,-7,3,4,0,-6,3,-7,4,1,0,-6,4,-6,2,1,-1,-7,4,-7,-22,0,-2,-6,4,-7,4,3,1,-6,5,-7,3,1,-2,-6,4,0
7,-7,1,2,1,-8,1,-7,2,2,0,-6,4,-8,4,3,-2,-4,1,-5,-21,3,-2,-6,4,-7,3,0,0,-7,2,-6,6,1,-1,-5,4,0
8,-5,6,2,0,-7,3,-7,3,0,-2,-7,3,-7,3,0,-2,-8,4,-5,-21,2,1,-8,4,-6,5,2,-1,-8,3,-8,2,1,0,-8,4,0
9,-5,3,0,-1,-6,4,-7,5,2,-2,-5,4,-7,5,0,1,-6,1,-9,-22,0,0,-6,3,-7,3,2,1,-7,5,-5,6,1,-1,-6,3,-1
10,-5,2,2,-2,-8,4,-7,4,3,-1,-6,4,-5,4,0,0,-6,4,-5,-22,0,0,-5,1,-7,3,2,-2,-6,3,-7,3,2,-2,-8,3,-1
